,Unnamed: 0,latitude,longitude,property_type,room_type,beds,accommodates,price,number_of_reviews,review_scores_rating,host_is_superhost,host_listings_count,host_total_listings_count
255,309,40.71948,-73.99031,Entire rental unit,Entire home/apt,1.0,2,162.0,7,5.0,False,1.0,5.0
256,311,40.73739,-73.86143,Private room in rental unit,Private room,1.0,2,60.0,1,5.0,False,1.0,1.0
257,312,40.76718,-73.95638,Entire rental unit,Entire home/apt,3.0,5,325.0,7,4.43,False,2.0,3.0
258,313,40.71117,-74.00025,Entire rental unit,Entire home/apt,2.0,5,175.0,13,4.92,False,1.0,3.0
259,314,40.7497,-73.97767,Entire rental unit,Entire home/apt,1.0,3,150.0,10,4.8,False,1.0,2.0
260,315,40.80349,-73.95851,Entire rental unit,Entire home/apt,4.0,6,225.0,5,4.6,False,1.0,1.0
261,317,40.69855,-73.72931,Private room in home,Private room,1.0,1,76.0,20,4.9,True,1.0,1.0
262,318,40.68294,-73.9159,Entire rental unit,Entire home/apt,1.0,2,123.0,89,4.88,True,1.0,1.0
263,319,40.74766,-73.99434,Entire rental unit,Entire home/apt,2.0,4,230.0,33,4.94,False,1.0,1.0
264,321,40.71034,-73.96181,Private room in rental unit,Private room,1.0,2,65.0,1,5.0,False,1.0,3.0
265,322,40.68494,-73.73105,Entire home,Entire home/apt,1.0,2,80.0,18,4.78,False,6.0,7.0
266,323,40.68495,-73.73226,Private room in home,Private room,1.0,2,45.0,20,4.9,False,6.0,7.0
267,324,40.68633931781082,-73.73307349711865,Entire home,Entire home/apt,1.0,2,80.0,1,5.0,False,6.0,7.0
268,327,40.79438,-73.94787,Entire rental unit,Entire home/apt,1.0,4,165.0,110,4.55,False,1.0,1.0
269,328,40.71952,-73.99141,Entire condo,Entire home/apt,2.0,4,280.0,157,4.8,False,1.0,1.0
270,329,40.71516,-73.94688,Private room in rental unit,Private room,1.0,1,90.0,1,5.0,False,1.0,2.0
271,330,40.73162,-74.0012,Entire rental unit,Entire home/apt,1.0,2,70.0,4,4.25,False,1.0,1.0
272,331,40.76939,-73.931335,Private room in rental unit,Private room,1.0,2,77.0,40,4.88,True,1.0,1.0
273,333,40.67377,-73.91781,Entire rental unit,Entire home/apt,1.0,2,70.0,12,4.45,False,1.0,1.0
274,334,40.75579,-73.82792,Private room in rental unit,Private room,1.0,1,95.0,45,4.98,False,1.0,2.0
275,335,40.80956,-73.95328,Entire rental unit,Entire home/apt,3.0,4,284.0,211,4.72,False,2.0,2.0
276,336,40.80601,-73.94934,Entire rental unit,Entire home/apt,2.0,3,186.0,250,4.73,False,2.0,2.0
277,337,40.66539,-73.93179,Entire rental unit,Entire home/apt,2.0,2,105.0,147,4.94,True,2.0,2.0
278,338,40.66112,-73.9342,Private room in home,Private room,1.0,2,69.0,34,4.94,True,2.0,2.0
279,339,40.77762,-73.95385499999999,Entire rental unit,Entire home/apt,1.0,2,150.0,1,5.0,False,1.0,2.0
280,340,40.64124,-73.94671,Entire rental unit,Entire home/apt,2.0,5,135.0,1,5.0,False,1.0,1.0
281,342,40.74165619158139,-73.7877759570175,Private room in home,Private room,6.0,12,379.0,6,5.0,False,8.0,17.0
282,343,40.74259,-73.78752,Private room in home,Private room,2.0,3,107.0,73,4.6,False,8.0,17.0
283,344,40.74155328588136,-73.7863993057876,Private room in home,Private room,2.0,4,107.0,4,5.0,False,8.0,17.0
284,345,40.743466017725225,-73.78836972106632,Private room in home,Private room,2.0,4,113.0,8,4.63,False,8.0,17.0
285,347,40.7417,-73.78719,Private room in home,Private room,2.0,3,109.0,3,5.0,False,8.0,17.0
286,348,40.75973,-73.81243,Private room in villa,Private room,1.0,2,48.0,22,4.86,True,2.0,2.0
287,349,40.75992,-73.81072,Private room in townhouse,Private room,1.0,2,60.0,15,4.73,True,2.0,2.0
288,351,40.79865,-73.97135,Entire rental unit,Entire home/apt,1.0,1,260.0,15,4.53,False,3.0,5.0
289,352,40.79543,-73.97359,Private room in rental unit,Private room,1.0,1,110.0,91,4.41,False,3.0,5.0
290,353,40.67123,-73.9779,Entire rental unit,Entire home/apt,2.0,3,75.0,16,4.94,True,1.0,1.0
291,354,40.76865,-73.91953,Private room in rental unit,Private room,1.0,2,85.0,2,5.0,False,1.0,1.0
292,355,40.68824,-73.90667,Private room in rental unit,Private room,1.0,2,28.0,23,4.32,False,1.0,1.0
293,357,40.71284,-73.99425,Private room in rental unit,Private room,1.0,1,130.0,2,4.0,False,2.0,2.0
294,358,40.66926,-73.76517,Private room in rental unit,Private room,1.0,2,120.0,49,4.8,True,1.0,1.0
295,359,40.8385,-73.94607,Entire rental unit,Entire home/apt,4.0,6,379.0,57,4.89,True,3.0,3.0
296,360,40.69269,-73.95641,Entire rental unit,Entire home/apt,2.0,3,52.0,2,3.0,False,1.0,1.0
297,361,40.79452702991579,-73.94585912667414,Private room in rental unit,Private room,2.0,2,140.0,43,4.95,True,1.0,2.0
298,362,40.72205,-73.98838,Entire rental unit,Entire home/apt,1.0,2,120.0,18,4.65,False,1.0,3.0
299,363,40.69716,-73.92097,Private room in rental unit,Private room,1.0,2,45.0,1,0.0,False,1.0,1.0
300,364,40.59804,-73.80028,Entire rental unit,Entire home/apt,4.0,7,782.0,6,5.0,False,2.0,3.0
301,365,40.59707,-73.80273,Entire home,Entire home/apt,3.0,5,621.0,29,4.86,False,2.0,3.0
303,368,40.6726,-73.94641,Entire home,Entire home/apt,7.0,12,640.0,51,4.65,False,3.0,3.0
304,369,40.67252,-73.94623,Entire townhouse,Entire home/apt,4.0,6,304.0,52,4.77,False,3.0,3.0
305,370,40.71673046658122,-73.96193729364752,Entire rental unit,Entire home/apt,1.0,2,182.0,12,5.0,False,1.0,1.0
306,371,40.71162,-73.9639,Entire rental unit,Entire home/apt,1.0,2,125.0,13,4.69,False,2.0,3.0
307,372,40.71194,-73.96427,Private room in rental unit,Private room,1.0,1,76.0,2,5.0,False,2.0,3.0
308,373,40.69994,-73.94049,Private room in loft,Private room,1.0,2,35.0,4,5.0,False,1.0,1.0
309,374,40.824902,-73.952759,Private room in rental unit,Private room,1.0,2,77.0,66,4.86,True,3.0,4.0
310,376,40.824669,-73.952309,Private room in rental unit,Private room,1.0,2,84.0,129,4.74,True,3.0,4.0
311,378,40.77388,-73.9508,Entire rental unit,Entire home/apt,2.0,4,180.0,24,4.95,False,1.0,1.0
312,379,40.72056,-73.9473,Entire rental unit,Entire home/apt,2.0,4,175.0,2,5.0,False,1.0,4.0
313,383,40.75806,-73.96655,Entire rental unit,Entire home/apt,2.0,4,240.0,20,3.9,False,1.0,2.0
314,385,40.72624,-73.98609,Entire rental unit,Entire home/apt,1.0,2,125.0,3,0.0,False,1.0,1.0
315,386,40.77241170865723,-73.92890195072623,Private room in rental unit,Private room,1.0,1,71.0,1,5.0,False,2.0,6.0
316,387,40.76902,-73.92191,Private room in rental unit,Private room,1.0,2,68.0,28,4.68,False,2.0,6.0
317,388,40.79514,-73.96738,Entire rental unit,Entire home/apt,2.0,5,240.0,2,5.0,True,1.0,3.0
318,390,40.72167,-73.99523,Private room in rental unit,Private room,1.0,1,86.0,3,5.0,False,1.0,1.0
319,392,40.70879,-74.00733,Private room in rental unit,Private room,1.0,1,45.0,3,4.5,False,1.0,1.0
320,393,40.69107,-73.75468,Entire home,Entire home/apt,2.0,4,77.0,64,4.53,False,2.0,3.0
321,394,40.69112,-73.75455,Private room in home,Private room,1.0,3,45.0,5,4.2,False,2.0,3.0
322,396,40.67862,-73.94888,Private room in rental unit,Private room,1.0,1,30.0,1,5.0,False,6.0,6.0
323,397,40.67886,-73.94771,Private room in rental unit,Private room,1.0,1,40.0,2,5.0,False,6.0,6.0
324,398,40.67847,-73.94888,Private room in rental unit,Private room,1.0,1,35.0,1,4.0,False,6.0,6.0
325,399,40.67673,-73.94722,Private room in rental unit,Private room,1.0,1,27.0,3,5.0,False,6.0,6.0
326,400,40.7562182340572,-73.98051248554063,Entire rental unit,Entire home/apt,2.0,4,200.0,2,5.0,False,23.0,76.0
327,403,40.71926,-73.95664,Entire rental unit,Entire home/apt,3.0,5,315.0,2,5.0,False,1.0,2.0
328,404,40.67196,-73.93532,Private room in rental unit,Private room,1.0,3,76.0,52,4.54,False,1.0,1.0
329,405,40.69218,-73.93911,Private room in rental unit,Private room,1.0,1,45.0,13,4.77,False,1.0,1.0
330,406,40.82086,-73.95497,Entire rental unit,Entire home/apt,1.0,4,144.0,7,4.71,False,1.0,1.0
331,407,40.73096,-74.00095,Entire rental unit,Entire home/apt,1.0,1,350.0,8,4.75,False,1.0,1.0
332,408,40.64881,-73.74393,Entire home,Entire home/apt,3.0,5,135.0,5,4.2,False,3.0,5.0
333,409,40.66008,-73.73185,Entire home,Entire home/apt,2.0,3,120.0,52,4.49,False,3.0,5.0
334,411,40.7600932857106,-73.89257988345094,Entire home,Entire home/apt,3.0,5,264.0,11,5.0,False,2.0,3.0
335,413,40.72247,-73.999,Entire rental unit,Entire home/apt,1.0,4,155.0,15,5.0,False,1.0,1.0
336,414,40.86994,-73.88124,Private room in rental unit,Private room,1.0,1,50.0,13,5.0,False,1.0,1.0
337,416,40.72152,-73.9822,Entire rental unit,Entire home/apt,2.0,4,158.0,152,4.55,False,1.0,2.0
338,417,40.66841,-73.98287,Entire rental unit,Entire home/apt,1.0,2,110.0,31,4.83,False,1.0,1.0
339,418,40.71805,-73.95851,Shared room in rental unit,Shared room,2.0,2,199.0,114,4.82,False,2.0,2.0
341,420,40.68051,-73.98185,Entire rental unit,Entire home/apt,1.0,2,205.0,5,4.8,False,1.0,1.0
342,423,40.73487217929568,-73.98033948514794,Entire rental unit,Entire home/apt,3.0,4,266.0,3,5.0,True,26.0,38.0
343,424,40.86134,-73.90067,Private room in townhouse,Private room,1.0,2,44.0,4,4.0,False,2.0,17.0
344,425,40.80828,-73.92,Private room in townhouse,Private room,2.0,2,59.0,20,4.4,False,2.0,17.0
345,426,40.72336925769679,-73.97724322698366,Entire rental unit,Entire home/apt,2.0,2,240.0,4,5.0,False,1.0,3.0
346,427,40.73517,-73.9972,Entire rental unit,Entire home/apt,2.0,4,699.0,1,5.0,False,4.0,5.0
347,429,40.73456,-73.99591,Entire rental unit,Entire home/apt,2.0,4,569.0,7,4.86,False,4.0,5.0
349,431,40.73073,-73.98181,Entire rental unit,Entire home/apt,1.0,4,160.0,5,4.6,False,1.0,1.0
350,432,40.71504,-73.98879,Private room in rental unit,Private room,1.0,1,45.0,2,3.0,False,1.0,1.0
351,434,40.85715642029084,-73.86801085395868,Private room in rental unit,Private room,1.0,1,67.0,4,5.0,False,1.0,4.0
352,435,40.64943,-73.93557,Entire rental unit,Entire home/apt,2.0,4,105.0,141,4.71,True,1.0,1.0
353,436,40.6589,-73.93923,Entire rental unit,Entire home/apt,2.0,4,413.0,5,3.4,False,4.0,4.0
354,438,40.65852,-73.93722,Private room in rental unit,Private room,1.0,2,197.0,1,1.0,False,4.0,4.0
355,441,40.64001,-73.91591,Entire rental unit,Entire home/apt,2.0,2,150.0,5,3.4,False,1.0,1.0
356,442,40.70828,-74.01292,Entire rental unit,Entire home/apt,2.0,2,160.0,6,4.67,False,1.0,4.0
357,444,40.67575,-73.9983,Private room in rental unit,Private room,1.0,3,40.0,1,5.0,False,1.0,2.0
358,446,40.71424,-73.96259,Private room in rental unit,Private room,1.0,2,69.0,11,4.8,False,2.0,3.0
359,447,40.70808,-73.95114,Entire rental unit,Entire home/apt,2.0,4,139.0,12,4.75,False,2.0,3.0
360,448,40.68699,-73.91905,Private room in loft,Private room,1.0,2,75.0,1,5.0,False,1.0,1.0
361,449,40.73399527378164,-73.9960933803095,Entire rental unit,Entire home/apt,2.0,4,579.0,3,5.0,True,3.0,6.0
362,450,40.66724,-73.98025,Entire rental unit,Entire home/apt,4.0,2,99.0,36,4.89,False,1.0,1.0
363,452,40.70909,-73.8147,Private room in home,Private room,1.0,2,140.0,165,4.95,True,2.0,2.0
364,453,40.70338,-73.76635,Private room in home,Private room,1.0,2,59.0,24,4.79,True,6.0,6.0
365,454,40.70484,-73.7674,Private room in home,Private room,1.0,2,65.0,15,5.0,True,6.0,6.0
366,455,40.70542,-73.76568,Private room in home,Private room,1.0,2,60.0,13,5.0,True,6.0,6.0
367,456,40.70333,-73.76619,Private room in home,Private room,1.0,2,60.0,13,4.92,True,6.0,6.0
368,457,40.7043582,-73.7666419,Private room in home,Private room,2.0,3,63.0,10,5.0,True,6.0,6.0
369,458,40.70321,-73.76579,Private room in home,Private room,1.0,2,63.0,13,4.77,True,6.0,6.0
370,459,40.82109,-73.95723,Entire rental unit,Entire home/apt,1.0,2,56.0,1,5.0,False,1.0,1.0
371,460,40.72619,-73.85433,Private room in rental unit,Private room,1.0,1,43.0,8,5.0,False,1.0,1.0
372,461,40.71532,-73.91263,Private room in loft,Private room,1.0,2,120.0,27,4.85,False,1.0,1.0
373,462,40.68807,-73.94144,Entire rental unit,Entire home/apt,2.0,4,189.0,37,4.92,True,1.0,2.0
374,463,40.69205,-73.92511,Entire rental unit,Entire home/apt,2.0,2,130.0,157,4.81,True,1.0,1.0
375,464,40.69950085312137,-73.92963282645874,Entire rental unit,Entire home/apt,1.0,3,175.0,12,4.67,False,1.0,4.0
376,465,40.80073,-73.96085,Private room in rental unit,Private room,1.0,1,97.0,54,4.67,True,1.0,1.0
377,467,40.65064,-73.94858,Entire guest suite,Entire home/apt,1.0,2,165.0,24,5.0,True,1.0,3.0
378,469,40.67987,-73.91782,Entire rental unit,Entire home/apt,1.0,2,135.0,5,5.0,False,1.0,2.0
379,470,40.75193,-73.89085,Private room in rental unit,Private room,1.0,1,50.0,2,5.0,False,1.0,1.0
380,472,40.76303,-73.98875,Private room in rental unit,Private room,1.0,2,69.0,4,5.0,False,4.0,5.0
381,473,40.76196,-73.98885,Private room in rental unit,Private room,1.0,1,65.0,4,5.0,False,4.0,5.0
382,474,40.72129,-73.98923,Private room in rental unit,Private room,1.0,2,200.0,18,4.94,False,1.0,3.0
383,475,40.63738,-73.95386,Private room in rental unit,Private room,1.0,2,72.0,4,4.67,False,1.0,3.0
384,476,40.64921,-73.97243,Entire rental unit,Entire home/apt,2.0,4,100.0,7,4.8,False,1.0,1.0
385,477,40.7337,-74.00065,Entire rental unit,Entire home/apt,2.0,2,170.0,1,5.0,False,1.0,2.0
386,479,40.70891,-73.94629,Private room in rental unit,Private room,1.0,2,65.0,84,4.81,True,1.0,1.0
387,480,40.70868,-73.94579,Private room in rental unit,Private room,1.0,1,63.0,248,4.66,False,2.0,7.0
388,481,40.70701,-73.94726,Private room in rental unit,Private room,1.0,1,162.0,17,4.53,False,2.0,7.0
389,482,40.7331,-74.00747,Entire rental unit,Entire home/apt,3.0,6,630.0,6,3.83,False,1.0,2.0
390,483,40.69328,-73.95551,Entire rental unit,Entire home/apt,1.0,2,201.0,1,5.0,False,1.0,3.0
391,484,40.78974,-73.96858,Entire rental unit,Entire home/apt,5.0,6,300.0,25,4.76,False,1.0,2.0
392,485,40.71405,-73.96052,Private room in rental unit,Private room,1.0,2,60.0,27,4.89,False,1.0,1.0
393,494,40.74740509999999,-73.98656869999999,Entire loft,Entire home/apt,2.0,4,650.0,22,4.82,False,2.0,2.0
394,495,40.72906,-73.98946,Private room in rental unit,Private room,1.0,1,195.0,10,5.0,False,2.0,2.0
395,496,40.7464,-74.00024,Entire rental unit,Entire home/apt,1.0,2,270.0,23,4.87,True,1.0,2.0
396,497,40.6829,-73.99925,Entire rental unit,Entire home/apt,3.0,5,175.0,4,5.0,False,1.0,1.0
397,498,40.74098,-73.98852,Entire rental unit,Entire home/apt,1.0,2,180.0,4,5.0,False,1.0,1.0
398,499,40.59520852920578,-73.7926363784628,Private room in home,Private room,1.0,2,47.0,3,5.0,False,1.0,1.0
399,500,40.78648,-73.95049,Entire rental unit,Entire home/apt,1.0,1,112.0,8,5.0,False,1.0,1.0
400,501,40.806714224756014,-73.95125008851933,Entire rental unit,Entire home/apt,1.0,4,105.0,5,4.8,False,1.0,1.0
401,502,40.78848,-73.9474,Private room in rental unit,Private room,1.0,1,55.0,3,5.0,False,1.0,1.0
402,503,40.7201,-73.95722,Private room in rental unit,Private room,1.0,1,75.0,1,5.0,False,1.0,1.0
403,504,40.68203,-73.95514,Private room in rental unit,Private room,1.0,2,50.0,1,5.0,False,1.0,1.0
404,505,40.63842820070754,-73.93938686477723,Entire rental unit,Entire home/apt,1.0,2,249.0,21,4.9,True,1.0,1.0
405,506,40.80981,-73.93954,Entire rental unit,Entire home/apt,2.0,2,119.0,253,4.89,True,2.0,2.0
406,507,40.80971,-73.93829,Entire rental unit,Entire home/apt,1.0,2,98.0,286,4.85,True,2.0,2.0
407,508,40.72021,-73.99426,Entire rental unit,Entire home/apt,2.0,7,399.0,17,4.94,True,3.0,37.0
408,509,40.72036,-73.99435,Entire rental unit,Entire home/apt,3.0,7,199.0,214,4.86,True,3.0,37.0
409,510,40.72212,-73.99638,Entire rental unit,Entire home/apt,3.0,6,399.0,19,4.95,True,3.0,37.0
410,512,40.69942,-73.91209,Private room in rental unit,Private room,1.0,1,65.0,18,4.82,False,1.0,2.0
411,514,40.73958,-73.99876,Entire rental unit,Entire home/apt,1.0,2,110.0,23,4.86,False,1.0,1.0
412,515,40.67744445800781,-73.92350006103516,Entire rental unit,Entire home/apt,1.0,2,175.0,67,4.97,True,1.0,1.0
413,517,40.77387700534434,-73.95600385611347,Private room in rental unit,Private room,1.0,2,174.0,2,4.0,False,2.0,3.0
414,518,40.65854,-73.95407,Entire rental unit,Entire home/apt,1.0,1,132.0,1,3.0,False,1.0,4.0
415,519,40.72408,-73.98154,Entire rental unit,Entire home/apt,1.0,2,136.0,281,4.79,True,1.0,1.0
416,520,40.67821,-73.96496,Entire rental unit,Entire home/apt,3.0,4,175.0,26,4.82,False,1.0,1.0
417,521,40.70766,-73.92121,Entire condo,Entire home/apt,1.0,3,40.0,1,5.0,False,1.0,3.0
419,523,40.68946,-73.99171,Entire home,Entire home/apt,2.0,4,250.0,96,4.99,False,2.0,2.0
420,525,40.74134,-73.98179,Private room in condo,Private room,1.0,2,119.0,12,4.83,False,1.0,2.0
421,526,40.64548,-73.95918,Entire rental unit,Entire home/apt,2.0,5,120.0,12,4.91,False,1.0,1.0
422,527,40.8037,-73.95037,Private room in rental unit,Private room,1.0,2,100.0,1,0.0,False,5.0,5.0
423,531,40.80351,-73.95086,Private room in rental unit,Private room,1.0,2,109.0,1,0.0,False,5.0,5.0
424,533,40.70105511962361,-73.92601385825935,Entire rental unit,Entire home/apt,2.0,4,150.0,6,5.0,False,1.0,2.0
425,534,40.71946,-73.98634,Private room in condo,Private room,1.0,1,100.0,46,4.85,True,1.0,2.0
427,539,40.73216,-73.98678,Private room in rental unit,Private room,1.0,1,99.0,181,4.73,False,1.0,1.0
428,540,40.68484,-73.93576,Entire loft,Entire home/apt,2.0,2,120.0,1,5.0,False,1.0,1.0
429,541,40.77314,-73.94934,Entire rental unit,Entire home/apt,1.0,2,70.0,26,4.85,False,1.0,6.0
430,542,40.75096,-73.97166,Private room in rental unit,Private room,1.0,2,100.0,1,0.0,False,2.0,2.0
431,543,40.76763,-73.92413,Private room in rental unit,Private room,1.0,2,105.0,39,4.59,False,1.0,5.0
432,544,40.713,-74.00924,Entire rental unit,Entire home/apt,1.0,3,215.0,4,5.0,False,1.0,7.0
433,549,40.6973601,-73.9368203,Private room in rental unit,Private room,1.0,1,160.0,4,5.0,False,1.0,1.0
434,550,40.72697159817003,-73.98243549819507,Entire rental unit,Entire home/apt,2.0,4,800.0,12,4.67,False,2.0,3.0
435,551,40.72655920924301,-73.98023015282519,Entire rental unit,Entire home/apt,2.0,4,700.0,25,4.76,False,2.0,3.0
436,552,40.70082,-73.98382,Entire condo,Entire home/apt,1.0,2,150.0,2,5.0,False,1.0,3.0
437,553,40.65718,-73.73669,Private room in home,Private room,1.0,2,95.0,67,4.97,True,1.0,10.0
438,554,40.77169,-73.99009,Private room in rental unit,Private room,1.0,2,150.0,2,4.5,False,2.0,3.0
439,555,40.77517,-73.9456,Entire rental unit,Entire home/apt,2.0,2,257.0,83,4.94,True,1.0,1.0
440,556,40.80895,-73.94747,Entire rental unit,Entire home/apt,1.0,3,180.0,3,5.0,False,1.0,3.0
441,557,40.7212,-73.99058,Entire rental unit,Entire home/apt,2.0,5,190.0,14,4.42,False,1.0,3.0
442,559,40.69526,-73.93985,Entire rental unit,Entire home/apt,3.0,5,240.0,19,4.44,False,1.0,2.0
443,560,40.748,-73.98852,Entire rental unit,Entire home/apt,3.0,5,272.0,182,4.61,False,7.0,10.0
444,561,40.74768,-73.98693,Entire rental unit,Entire home/apt,2.0,4,240.0,170,4.64,False,7.0,10.0
445,562,40.74757,-73.98887,Entire rental unit,Entire home/apt,2.0,4,233.0,165,4.54,False,7.0,10.0
446,563,40.74746,-73.98871,Entire rental unit,Entire home/apt,2.0,4,240.0,18,4.83,False,7.0,10.0
447,564,40.74662,-73.9868,Entire rental unit,Entire home/apt,2.0,4,240.0,121,4.6,False,7.0,10.0
448,565,40.74744,-73.98877,Entire rental unit,Entire home/apt,2.0,4,233.0,136,4.5,False,7.0,10.0
449,566,40.74624,-73.98692,Entire rental unit,Entire home/apt,3.0,5,272.0,146,4.52,False,7.0,10.0
450,568,40.63778,-73.95607,Private room in home,Private room,1.0,2,60.0,1,5.0,False,1.0,1.0
451,569,40.76739,-73.98458,Private room in rental unit,Private room,1.0,2,200.0,1,5.0,False,1.0,1.0
452,571,40.75385,-73.81984,Private room in rental unit,Private room,3.0,2,105.0,322,4.75,False,2.0,2.0
453,572,40.75509,-73.91927,Private room in rental unit,Private room,1.0,1,80.0,1,2.0,False,1.0,1.0
454,573,40.67164,-73.95175,Entire rental unit,Entire home/apt,1.0,3,90.0,172,4.65,True,1.0,1.0
455,575,40.69218,-73.94836,Private room in rental unit,Private room,2.0,3,51.0,1,5.0,False,1.0,4.0
456,576,40.76022,-73.9885,Entire rental unit,Entire home/apt,1.0,2,239.0,35,4.77,True,2.0,3.0
457,577,40.7609,-73.99039,Private room in loft,Private room,1.0,1,131.0,41,4.88,True,2.0,3.0
458,578,40.64554,-73.98023,Private room in rental unit,Private room,1.0,1,24.0,1,5.0,False,1.0,1.0
459,579,40.76333,-73.92274,Entire rental unit,Entire home/apt,2.0,3,80.0,2,5.0,False,1.0,2.0
460,580,40.69865,-73.76679,Entire home,Entire home/apt,4.0,8,399.0,1,5.0,False,1.0,1.0
461,581,40.69659,-73.93186,Entire rental unit,Entire home/apt,4.0,8,238.0,150,4.79,False,1.0,1.0
462,582,40.69378,-73.95155,Entire rental unit,Entire home/apt,1.0,2,125.0,73,4.66,True,2.0,4.0
463,583,40.78686,-73.94285,Private room in rental unit,Private room,1.0,2,65.0,21,4.52,False,3.0,3.0
464,584,40.78608,-73.94492,Private room in rental unit,Private room,1.0,2,74.0,7,4.57,False,3.0,3.0
465,585,40.78502,-73.94458,Private room in rental unit,Private room,1.0,2,75.0,14,4.15,False,3.0,3.0
466,587,40.70483,-73.92649,Private room in rental unit,Private room,1.0,1,75.0,7,4.5,False,1.0,1.0
467,589,40.7156,-73.93961,Private room in rental unit,Private room,1.0,2,65.0,35,4.63,False,1.0,2.0
468,591,40.68874,-73.91194,Private room in rental unit,Private room,2.0,2,40.0,2,4.0,False,2.0,2.0
469,592,40.68693,-73.91245,Private room in rental unit,Private room,1.0,2,70.0,3,3.67,False,2.0,2.0
470,593,40.70114319063492,-73.73782548392433,Private room in home,Private room,1.0,2,90.0,4,4.5,False,1.0,1.0
471,594,40.78958,-73.96861,Entire rental unit,Entire home/apt,5.0,8,880.0,1,5.0,False,4.0,5.0
472,595,40.74236,-73.99438,Entire rental unit,Entire home/apt,3.0,3,272.0,3,5.0,False,2.0,3.0
